City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
253,Bambanglipuro,ID,2021-04-04 04:54:53,-7.95,110.2833,85.24,71,69,7.83,broken clouds
254,Diksmuide,BE,2021-04-04 04:54:53,51.0333,2.8667,42.8,70,75,9.22,broken clouds
255,Santa Isabel,BR,2021-04-04 04:54:54,-23.3156,-46.2214,64.4,94,40,8.05,scattered clouds
256,Kidal,ML,2021-04-04 04:54:54,18.4411,1.4078,74.07,9,0,9.37,clear sky
257,Faanui,PF,2021-04-04 04:47:32,-16.4833,-151.75,82.81,70,13,6.69,few clouds
258,Meulaboh,ID,2021-04-04 04:43:16,4.1363,96.1285,84.51,65,100,2.15,overcast clouds
259,Norman Wells,CA,2021-04-04 04:47:06,65.282,-126.8329,8.6,61,75,4.61,broken clouds
260,Sept-Iles,CA,2021-04-04 04:54:55,50.2001,-66.3821,21.99,86,20,3.44,few clouds
261,Roald,NO,2021-04-04 04:47:07,62.5833,6.1333,43.0,87,90,29.93,light rain
262,Lipin Bor,RU,2021-04-04 04:54:55,60.2622,37.9763,27.34,92,71,5.01,broken clouds
263,Hommelvik,NO,2021-04-04 04:54:56,63.4108,10.7942,44.6,65,75,20.71,light rain
264,Hare Bay,CA,2021-04-04 04:54:56,48.8499,-54.0148,37.4,100,90,10.36,light intensity drizzle
265,Zhuanghe,CN,2021-04-04 04:54:56,39.7008,122.9911,55.58,23,1,16.28,clear sky
266,Lebu,CL,2021-04-04 04:42:56,-37.6167,-73.65,52.5,90,3,9.33,clear sky
267,Sentjur,SI,2021-04-04 04:54:57,46.2172,15.3975,36.0,91,8,1.88,clear sky
268,Corinto,GR,2021-04-04 04:54:57,37.9407,22.9573,57.0,61,15,4.99,few clouds
269,Luderitz,NA,2021-04-04 04:47:40,-26.6481,15.1594,68.47,57,3,15.48,clear sky
270,Vao,NC,2021-04-04 04:54:58,-22.6667,167.4833,76.26,68,61,24.07,broken clouds
271,Saint-Joseph,RE,2021-04-04 04:54:58,-21.3667,55.6167,86.0,54,0,3.44,clear sky
272,Torbay,CA,2021-04-04 04:54:58,47.6666,-52.7314,36.0,93,90,12.66,light intensity drizzle
273,Bengkulu,ID,2021-04-04 04:47:24,-3.8004,102.2655,81.18,69,94,21.25,heavy intensity rain
274,Solaro,IT,2021-04-04 04:54:59,44.8799,9.1732,46.0,89,8,6.08,clear sky
275,Mar Del Plata,AR,2021-04-04 04:42:52,-38.0023,-57.5575,64.99,94,0,11.16,clear sky
276,Chitral,PK,2021-04-04 04:54:59,35.8462,71.7858,53.96,60,93,1.54,overcast clouds
277,Garden City,US,2021-04-04 04:51:04,42.3256,-83.331,51.8,50,1,5.75,clear sky
278,Inta,RU,2021-04-04 04:55:00,66.0317,60.1659,23.5,90,88,8.23,overcast clouds
279,Birmitrapur,IN,2021-04-04 04:55:00,22.4,84.7667,96.6,24,1,7.0,clear sky
280,Cap-Aux-Meules,CA,2021-04-04 04:55:00,47.3821,-61.8597,32.0,100,100,2.3,snow
281,Provost,CA,2021-04-04 04:55:01,52.3501,-110.2683,44.6,57,98,10.36,overcast clouds
282,Ozubulu,NG,2021-04-04 04:55:03,5.9567,6.849,76.24,91,84,2.35,broken clouds
283,Tari,NG,2021-04-04 04:55:03,12.4086,4.4914,73.74,10,1,9.46,clear sky
284,Westport,US,2021-04-04 04:55:04,41.1415,-73.3579,39.2,65,1,4.0,clear sky
285,Ilo,PE,2021-04-04 04:55:04,-17.6394,-71.3375,68.61,84,100,6.31,overcast clouds
286,Canto Do Buriti,BR,2021-04-04 04:55:04,-8.11,-42.9444,75.74,68,62,2.64,broken clouds
287,Norrtalje,SE,2021-04-04 04:55:04,59.758,18.705,39.0,73,65,17.0,broken clouds
288,Asau,RO,2021-04-04 04:55:05,46.4333,26.4,39.0,64,96,3.22,overcast clouds
289,Nelson Bay,AU,2021-04-04 04:55:05,-32.7167,152.15,81.0,50,81,8.05,light rain
290,Moranbah,AU,2021-04-04 04:55:06,-22.0016,148.0466,78.24,65,100,17.16,light rain
291,Santa Rosa,PH,2021-04-04 04:55:06,14.3122,121.1114,88.0,62,75,5.75,broken clouds
292,Ternate,ID,2021-04-04 04:55:06,0.8,127.4,84.13,76,76,10.96,broken clouds
293,Aracati,BR,2021-04-04 04:55:07,-4.5617,-37.7697,76.33,90,76,8.3,broken clouds
294,Igrim,RU,2021-04-04 04:55:07,63.1906,64.4162,32.23,97,100,5.26,overcast clouds
295,Siniscola,IT,2021-04-04 04:55:07,40.5719,9.6922,57.2,100,75,1.14,broken clouds
296,Beringovskiy,RU,2021-04-04 04:55:08,63.05,179.3167,4.73,85,100,14.63,overcast clouds
297,Talaya,RU,2021-04-04 04:55:08,61.3833,152.75,10.94,69,100,9.6,overcast clouds
298,Along,IN,2021-04-04 04:55:08,28.1667,94.7667,87.57,27,59,1.25,broken clouds
299,Nemuro,JP,2021-04-04 04:55:08,43.3236,145.575,37.4,93,75,8.05,moderate rain
300,Bereda,ES,2021-04-04 04:55:09,43.2686,-7.5406,39.99,100,42,3.0,scattered clouds
301,Ahipara,NZ,2021-04-04 04:47:01,-35.1667,173.1667,65.79,68,0,6.69,clear sky
302,Kennett,US,2021-04-04 04:54:29,36.2362,-90.0556,51.8,62,1,5.75,clear sky
303,Zhezkazgan,KZ,2021-04-04 04:55:10,47.8043,67.7144,43.99,59,99,18.79,overcast clouds
304,Terney,RU,2021-04-04 04:54:24,45.0503,136.6092,43.84,42,100,15.35,overcast clouds
305,Robertsport,LR,2021-04-04 04:55:10,6.7533,-11.3686,78.84,88,6,4.74,clear sky
306,Jerantut,MY,2021-04-04 04:55:11,3.936,102.3626,91.22,56,66,1.45,moderate rain
307,Nantucket,US,2021-04-04 04:55:11,41.2835,-70.0995,41.47,57,0,14.25,clear sky
308,Great Yarmouth,GB,2021-04-04 04:55:11,52.6083,1.7305,41.0,75,90,4.61,overcast clouds
309,Longyearbyen,SJ,2021-04-04 04:55:12,78.2186,15.6401,24.8,80,90,33.38,snow
310,Roma,US,2021-04-04 04:55:12,43.2128,-75.4557,34.0,69,90,3.44,overcast clouds
311,Leh,IN,2021-04-04 04:47:47,34.1667,77.5833,31.03,25,3,0.94,clear sky
312,Grindavik,IS,2021-04-04 04:55:13,63.8424,-22.4338,28.4,54,75,26.46,broken clouds
313,Bambous Virieux,MU,2021-04-04 04:42:53,-20.3428,57.7575,84.99,83,75,9.22,broken clouds
314,Mantua,IT,2021-04-04 04:55:13,45.1667,10.7833,46.0,70,20,3.44,few clouds
315,Jijiga,ET,2021-04-04 04:55:13,9.35,42.8,71.37,26,18,3.74,few clouds
316,Shache,CN,2021-04-04 04:53:37,38.4167,77.2406,53.24,37,23,7.34,few clouds
317,Hilo,US,2021-04-04 04:43:27,19.7297,-155.09,69.8,88,90,3.44,moderate rain
318,Mitsamiouli,KM,2021-04-04 04:48:18,-11.3847,43.2844,83.19,72,96,7.63,overcast clouds
319,Kilindoni,TZ,2021-04-04 04:55:14,-7.9139,39.6668,80.38,81,98,13.47,moderate rain
320,Beloha,MG,2021-04-04 04:47:35,-25.1667,45.05,74.7,75,58,5.21,broken clouds
321,Umm Lajj,SA,2021-04-04 04:55:14,25.0213,37.2685,74.5,27,15,15.75,few clouds
322,Comodoro Rivadavia,AR,2021-04-04 04:55:15,-45.8667,-67.5,59.0,72,0,2.3,clear sky
323,San Rafael,AR,2021-04-04 04:55:15,-34.6177,-68.3301,67.42,61,0,8.25,clear sky
324,Touros,BR,2021-04-04 04:53:41,-5.1989,-35.4608,75.2,94,75,3.44,broken clouds
325,Ixtapa,MX,2021-04-04 04:55:16,20.7,-105.2,75.0,83,15,2.93,few clouds
326,San Policarpo,PH,2021-04-04 04:46:57,12.1791,125.5072,83.93,62,75,10.87,broken clouds
327,Vila Velha,BR,2021-04-04 04:46:56,-20.3297,-40.2925,71.6,88,0,2.3,clear sky
328,Premia De Mar,ES,2021-04-04 04:55:16,41.4921,2.3652,55.99,76,73,5.01,broken clouds
329,Gizo,SB,2021-04-04 04:55:01,-8.103,156.8419,84.94,69,69,2.66,moderate rain
330,Wanaka,NZ,2021-04-04 04:54:06,-44.7,169.15,59.85,74,23,12.64,few clouds
331,Lenine,UA,2021-04-04 04:55:17,45.2986,35.7771,46.63,85,92,12.41,overcast clouds
332,Moctezuma,MX,2021-04-04 04:55:17,29.8,-109.6667,72.99,15,0,1.83,clear sky
333,Sayyan,YE,2021-04-04 04:55:17,15.1718,44.3244,65.32,12,19,7.49,few clouds
334,Filadelfia,US,2021-04-04 04:53:36,39.9523,-75.1638,48.2,37,90,8.05,overcast clouds
335,Karlovac,HR,2021-04-04 04:55:18,45.4872,15.5478,33.01,94,9,0.56,clear sky
336,Kihei,US,2021-04-04 04:55:18,20.785,-156.4656,73.4,83,40,17.27,scattered clouds
337,Viljoenskroon,ZA,2021-04-04 04:55:19,-27.2084,26.9485,54.0,95,0,5.17,clear sky
338,Araguaina,BR,2021-04-04 04:55:19,-7.1911,-48.2072,75.79,79,61,2.19,broken clouds
339,Puerto Leguizamo,CO,2021-04-04 04:55:19,-0.1934,-74.7819,71.87,98,100,0.74,overcast clouds
340,Maceio,BR,2021-04-04 04:52:38,-9.6658,-35.7353,75.2,100,75,2.3,broken clouds
341,Areosa,PT,2021-04-04 04:55:20,41.7178,-8.8571,57.0,100,90,5.01,mist
342,El Dorado,US,2021-04-04 04:55:20,38.7666,-120.5177,52.0,77,97,1.01,overcast clouds
343,Skagen,DK,2021-04-04 04:55:20,57.7209,10.5839,39.99,91,32,14.0,scattered clouds
344,Matay,EG,2021-04-04 04:55:21,28.419,30.7792,59.85,37,0,6.13,clear sky
345,Medvezhyegorsk,RU,2021-04-04 04:55:21,62.9167,34.4667,29.39,91,62,6.87,broken clouds
346,Hermosillo,MX,2021-04-04 04:55:21,29.0667,-110.9667,80.6,13,1,4.61,clear sky
347,Manta,EC,2021-04-04 04:55:22,-0.95,-80.7333,78.8,89,90,6.08,overcast clouds
348,Lorengau,PG,2021-04-04 04:44:39,-2.0226,147.2712,81.66,82,81,10.8,broken clouds
349,Yulara,AU,2021-04-04 04:48:12,-25.2406,130.9889,87.8,19,0,10.36,clear sky
350,Melivoia,GR,2021-04-04 04:55:22,39.75,22.8,54.0,87,75,5.93,broken clouds
351,Pisco,PE,2021-04-04 04:55:23,-13.7,-76.2167,73.4,78,0,3.44,clear sky
352,College,US,2021-04-04 04:55:23,64.8569,-147.8028,28.99,86,90,3.27,heavy snow
353,Biltine,TD,2021-04-04 04:55:23,14.5333,20.9167,78.03,11,100,20.24,overcast clouds
354,Zapolyarnyy,RU,2021-04-04 04:55:24,69.4154,30.8136,30.2,100,100,4.61,light snow
355,Tortoli,IT,2021-04-04 04:55:24,39.9256,9.6572,59.0,94,40,25.32,scattered clouds
356,Tema,GH,2021-04-04 04:55:24,5.667,-0.0166,78.8,83,0,8.05,clear sky
357,Muisne,EC,2021-04-04 04:55:25,0.6,-80.0333,77.0,87,98,3.15,overcast clouds
358,Porto Nacional,BR,2021-04-04 04:51:14,-10.7081,-48.4172,75.2,94,20,4.61,few clouds
359,Villa San Giovanni,IT,2021-04-04 04:55:25,38.2276,15.6386,59.0,67,40,5.75,scattered clouds
360,Pinawa,CA,2021-04-04 04:55:26,50.1489,-95.8811,39.99,92,99,6.04,overcast clouds
361,Portland,US,2021-04-04 04:44:15,45.5234,-122.6762,57.0,54,97,3.36,overcast clouds
362,Mount Isa,AU,2021-04-04 04:47:31,-20.7333,139.5,87.8,27,40,13.8,scattered clouds
363,Gravelbourg,CA,2021-04-04 04:55:26,49.8834,-106.5512,35.6,55,80,8.05,broken clouds
364,Kruisfontein,ZA,2021-04-04 04:47:56,-34.0033,24.7314,61.47,41,0,6.58,clear sky
365,Hun,LY,2021-04-04 04:55:27,29.1268,15.9477,66.78,18,3,10.71,clear sky
366,Baloda Bazar,IN,2021-04-04 04:55:27,21.6667,82.1667,95.36,24,0,5.99,clear sky
367,Pemba,MZ,2021-04-04 04:55:27,-12.974,40.5178,75.2,94,40,6.91,light rain
368,Ostersund,SE,2021-04-04 04:55:28,63.1792,14.6357,39.2,70,90,19.57,overcast clouds
369,Eydhafushi,MV,2021-04-04 04:55:28,5.1033,73.0708,83.7,69,7,8.21,clear sky
370,Olafsvik,IS,2021-04-04 04:55:29,64.8945,-23.7142,24.53,66,78,26.66,light snow
371,Adrar,MR,2021-04-04 04:55:29,20.5022,-10.0711,75.2,23,67,9.24,broken clouds
372,Verkhoturye,RU,2021-04-04 04:55:29,58.8627,60.8054,35.01,93,100,6.15,overcast clouds
373,Itoman,JP,2021-04-04 04:55:30,26.1247,127.6694,71.6,83,75,20.71,broken clouds
374,Anadyr,RU,2021-04-04 04:55:30,64.75,177.4833,5.0,72,75,13.42,snow
375,Never,FR,2021-04-04 04:55:31,46.9896,3.159,33.01,79,1,6.15,clear sky
376,Kieta,PG,2021-04-04 04:47:37,-6.2167,155.6333,82.26,81,96,3.04,moderate rain
377,Barinas,VE,2021-04-04 04:55:31,8.6226,-70.2075,69.8,94,88,4.61,overcast clouds
378,Hambantota,LK,2021-04-04 04:55:32,6.1241,81.1185,86.0,66,0,6.91,clear sky
379,Danville,US,2021-04-04 04:54:03,36.586,-79.395,41.0,48,1,4.61,clear sky
380,Kismayo,SO,2021-04-04 04:55:32,-0.3582,42.5454,84.15,74,85,11.81,overcast clouds
381,Karratha,AU,2021-04-04 04:55:32,-20.7377,116.8463,95.99,23,79,14.45,broken clouds
382,Choix,MX,2021-04-04 04:55:33,26.7092,-108.3219,70.07,19,23,4.32,few clouds
383,Praia,CV,2021-04-04 04:55:33,14.9215,-23.5087,75.2,43,0,18.41,clear sky
384,Dukat,RU,2021-04-04 04:55:33,62.55,155.55,2.35,80,96,4.56,overcast clouds
385,Tura,IN,2021-04-04 04:47:08,25.5198,90.2201,93.81,10,0,6.22,clear sky
386,Athabasca,CA,2021-04-04 04:55:34,54.7169,-113.2854,41.0,60,100,2.3,light rain
387,Iracoubo,GF,2021-04-04 04:53:33,5.4802,-53.2011,76.82,90,99,12.28,moderate rain
388,Grand Gaube,MU,2021-04-04 04:55:08,-20.0064,57.6608,84.99,72,13,7.0,few clouds
389,Chicama,PE,2021-04-04 04:55:34,-7.8447,-79.1469,72.39,76,87,3.18,overcast clouds
390,Nishihara,JP,2021-04-04 04:55:35,26.1842,127.7558,71.6,83,90,19.57,drizzle
391,Rivarolo Canavese,IT,2021-04-04 04:55:35,45.3312,7.717,50.0,62,40,4.61,scattered clouds
392,Panaba,MX,2021-04-04 04:55:35,21.2833,-88.2667,69.75,74,12,8.39,few clouds
393,Hobyo,SO,2021-04-04 04:47:28,5.3505,48.5268,84.11,65,92,6.46,overcast clouds
394,Sivaki,RU,2021-04-04 04:55:36,52.6333,126.75,39.63,47,90,4.29,overcast clouds
395,Pereslavl-Zalesskiy,RU,2021-04-04 04:55:36,56.7393,38.8563,33.44,76,92,6.89,overcast clouds
396,Kristiinankaupunki,FI,2021-04-04 04:55:36,62.2743,21.376,36.37,82,95,13.82,overcast clouds
397,Salta,AR,2021-04-04 04:55:37,-24.7859,-65.4117,62.6,94,75,3.44,broken clouds
398,Khonsa,IN,2021-04-04 04:55:37,27.0167,95.5667,83.12,23,11,6.06,few clouds
399,Socorro,US,2021-04-04 04:55:37,31.6546,-106.3033,71.01,28,1,16.04,clear sky
400,Nador,MA,2021-04-04 04:47:49,35.174,-2.9287,60.8,72,0,8.05,clear sky
401,Ancud,CL,2021-04-04 04:47:36,-41.8697,-73.8203,46.99,100,20,2.3,few clouds
402,Itarema,BR,2021-04-04 04:55:38,-2.9248,-39.9167,78.1,83,59,10.76,broken clouds
403,Caravelas,BR,2021-04-04 04:55:38,-17.7125,-39.2481,74.28,89,100,4.05,light rain
404,Jalu,LY,2021-04-04 04:55:39,29.0331,21.5482,64.78,19,25,10.0,scattered clouds
405,Killybegs,IE,2021-04-04 04:55:39,54.6333,-8.45,42.37,87,7,4.36,clear sky
406,Kamenka,RU,2021-04-04 04:55:39,51.3223,42.7678,34.0,90,100,8.28,overcast clouds
407,Kiunga,PG,2021-04-04 04:55:40,-6.1219,141.2906,82.63,67,99,1.66,overcast clouds
408,Lahat,ID,2021-04-04 04:55:40,-3.8,103.5333,87.89,60,100,4.76,overcast clouds
409,Sweetwater,US,2021-04-04 04:55:40,25.7634,-80.3731,70.0,49,75,8.05,broken clouds
410,Ustye,RU,2021-04-04 04:55:41,59.6304,39.736,29.48,87,29,5.37,scattered clouds
411,Zharkent,KZ,2021-04-04 04:54:20,44.1628,80.0,51.28,36,35,5.7,scattered clouds
412,Paamiut,GL,2021-04-04 04:54:17,61.994,-49.6678,33.91,98,100,11.54,moderate rain
413,Ajdabiya,LY,2021-04-04 04:48:23,30.7554,20.2263,65.88,24,5,12.88,clear sky
414,Nicoya,CR,2021-04-04 04:53:32,10.1483,-85.452,80.6,54,0,25.32,clear sky
415,Taoudenni,ML,2021-04-04 04:48:05,22.6783,-3.9836,79.99,20,94,3.22,overcast clouds
416,Dunmore Town,BS,2021-04-04 04:55:42,25.5,-76.65,67.68,64,100,24.18,overcast clouds
417,Havelock,US,2021-04-04 04:55:42,34.8791,-76.9013,46.99,81,1,5.75,clear sky
418,Klishkivtsi,UA,2021-04-04 04:55:43,48.4316,26.2623,39.2,87,0,11.18,clear sky
419,Kommunisticheskiy,RU,2021-04-04 04:55:43,61.6789,64.4819,33.26,97,100,7.99,overcast clouds
420,Sinop,TR,2021-04-04 04:54:45,41.7711,34.8709,50.5,73,15,11.48,few clouds
421,Alice Springs,AU,2021-04-04 04:55:43,-23.7,133.8833,87.01,23,0,14.97,clear sky
422,Oranjemund,NA,2021-04-04 04:55:13,-28.55,16.4333,60.31,89,0,6.31,clear sky
423,Ondangwa,NA,2021-04-04 04:55:44,-17.9167,15.95,64.4,82,4,3.44,clear sky
424,Talcahuano,CL,2021-04-04 04:55:44,-36.7167,-73.1167,51.8,93,0,3.74,clear sky
425,Husavik,IS,2021-04-04 04:43:05,66.0449,-17.3389,21.2,68,90,20.71,light snow
426,Mahebourg,MU,2021-04-04 04:42:54,-20.4081,57.7,80.6,83,75,9.22,broken clouds
427,Nikolskoye,RU,2021-04-04 04:48:12,59.7035,30.7861,35.01,75,0,6.71,clear sky
428,Dvinskoy,RU,2021-04-04 04:55:45,62.1535,45.1175,29.08,88,74,3.85,broken clouds
429,Kouroussa,GN,2021-04-04 04:55:45,10.65,-9.8833,74.66,52,25,5.39,scattered clouds
430,Cairns,AU,2021-04-04 04:55:15,-16.9167,145.7667,82.4,69,90,12.66,overcast clouds
431,Saint-Philippe,RE,2021-04-04 04:47:26,-21.3585,55.7679,86.0,54,0,3.44,clear sky
432,Burgeo,CA,2021-04-04 04:55:46,47.6167,-57.6152,38.73,95,100,20.65,overcast clouds
433,Sangar,RU,2021-04-04 04:55:46,63.9242,127.4739,1.78,82,98,3.76,overcast clouds
434,Port Said,EG,2021-04-04 04:55:47,31.2565,32.2841,57.2,77,0,9.22,clear sky
435,Okha,RU,2021-04-04 04:55:47,53.5739,142.9478,24.33,86,100,32.19,light snow
436,Udachnyy,RU,2021-04-04 04:47:22,66.4167,112.4,-3.15,84,97,10.25,overcast clouds
437,Aripuana,BR,2021-04-04 04:55:47,-9.1667,-60.6333,72.01,99,100,0.47,overcast clouds
438,Dovers,VC,2021-04-04 04:55:48,12.8833,-61.1833,78.13,73,99,17.27,overcast clouds
439,Henties Bay,NA,2021-04-04 04:47:51,-22.116,14.2845,64.99,88,0,1.01,clear sky
440,Moose Factory,CA,2021-04-04 04:47:29,51.2585,-80.6094,32.0,86,90,3.44,overcast clouds
441,Salina,US,2021-04-04 04:55:48,38.8403,-97.6114,57.99,76,1,6.91,clear sky
442,Sibu,MY,2021-04-04 04:51:24,2.3,111.8167,89.6,62,40,3.44,scattered clouds
443,Port Hedland,AU,2021-04-04 04:55:49,-20.3167,118.5667,98.6,20,74,14.97,broken clouds
444,Llangefni,GB,2021-04-04 04:55:49,53.2556,-4.3106,39.0,100,20,2.3,fog
445,Aguimes,ES,2021-04-04 04:55:50,27.9054,-15.4461,64.4,55,75,14.97,broken clouds
446,Kharan,PK,2021-04-04 04:55:50,28.5833,65.4167,86.94,13,0,9.48,clear sky
447,Ramsar,IR,2021-04-04 04:55:50,36.9226,50.6426,53.6,76,0,6.24,clear sky
448,Mareeba,AU,2021-04-04 04:55:51,-17.0,145.4333,82.4,69,90,12.66,light rain
449,La Ronge,CA,2021-04-04 04:55:51,55.1001,-105.2842,33.8,40,47,3.44,scattered clouds
450,Mahenge,TZ,2021-04-04 04:55:51,-8.6833,36.7167,65.32,94,95,1.54,overcast clouds
451,Tilichiki,RU,2021-04-04 04:47:53,60.4667,166.1,9.46,82,48,8.5,scattered clouds
452,Tyup,KG,2021-04-04 04:55:52,42.7276,78.3648,33.96,56,1,1.41,clear sky
453,Narsaq,GL,2021-04-04 04:55:52,60.9167,-46.05,37.4,87,90,4.61,light rain
454,Pueblo Nuevo,MX,2021-04-04 04:55:53,23.3833,-105.3833,54.91,65,7,4.76,clear sky
455,Camacha,PT,2021-04-04 04:55:53,33.0833,-16.3333,60.8,63,40,3.44,scattered clouds
456,Kushima,JP,2021-04-04 04:55:53,31.4583,131.2333,69.8,88,75,17.27,broken clouds
457,Abu Samrah,SY,2021-04-04 04:55:54,35.3029,37.1841,52.18,79,0,9.53,clear sky
458,San Andres,CO,2021-04-04 04:55:54,12.5847,-81.7006,80.6,74,75,9.22,broken clouds
459,Barcelona,ES,2021-04-04 04:54:12,41.3888,2.159,57.0,82,0,8.05,clear sky
460,Te Anau,NZ,2021-04-04 04:53:47,-45.4167,167.7167,59.5,83,88,9.31,overcast clouds
461,Saint-Germain-De-Grantham,CA,2021-04-04 04:55:55,45.8334,-72.5658,32.0,71,34,6.96,scattered clouds
462,Dashitou,CN,2021-04-04 04:55:55,43.3067,128.5114,44.78,21,0,7.36,clear sky
463,Luoyang,CN,2021-04-04 04:55:55,34.6836,112.4536,64.99,99,37,7.23,scattered clouds
464,Kedrovyy,RU,2021-04-04 04:55:56,56.1667,91.8167,33.8,86,75,6.71,light snow
465,Rumonge,BI,2021-04-04 04:55:56,-3.9736,29.4386,71.29,85,79,2.39,broken clouds
466,Port Blair,IN,2021-04-04 04:55:11,11.6667,92.75,85.95,56,46,7.27,scattered clouds
467,Basco,PH,2021-04-04 04:53:42,20.4487,121.9702,79.14,76,6,12.5,clear sky
468,Hoa Binh,VN,2021-04-04 04:54:46,20.8133,105.3383,82.4,83,75,4.61,mist
469,Port Pirie,AU,2021-04-04 04:55:57,-33.1833,138.0167,82.4,44,0,11.5,clear sky
470,Rognan,NO,2021-04-04 04:55:57,67.0953,15.3878,39.99,91,100,5.01,overcast clouds
471,Dover,US,2021-04-04 04:55:57,39.1582,-75.5244,44.01,49,40,6.49,scattered clouds
472,Catamarca,AR,2021-04-04 04:55:58,-28.4696,-65.7852,60.01,89,69,10.33,broken clouds
473,Lavrentiya,RU,2021-04-04 04:45:07,65.5833,-171.0,3.51,92,100,8.21,overcast clouds
474,Aktau,KZ,2021-04-04 04:55:58,43.65,51.2,50.0,76,0,4.47,clear sky
475,Zhigalovo,RU,2021-04-04 04:55:58,54.8097,105.1578,37.74,76,100,12.28,light snow
476,Auki,SB,2021-04-04 04:55:59,-8.7676,160.7034,86.88,63,66,2.37,broken clouds
477,Sundumbili,ZA,2021-04-04 04:55:59,-29.1337,31.3975,59.0,94,0,3.44,clear sky
478,Lerwick,GB,2021-04-04 04:56:00,60.1545,-1.1494,44.6,93,90,31.07,overcast clouds
479,Topeka,US,2021-04-04 04:55:08,39.0483,-95.678,62.6,51,1,6.91,clear sky
480,Miri,MY,2021-04-04 04:46:11,4.4148,114.0089,87.8,70,40,5.75,scattered clouds
481,Oistins,BB,2021-04-04 04:56:00,13.0667,-59.5333,78.8,61,40,21.85,scattered clouds
482,Capinota,BO,2021-04-04 04:56:00,-17.7167,-66.2333,64.4,52,75,5.75,broken clouds
483,Joniskis,LT,2021-04-04 04:56:01,56.2403,23.6153,30.2,93,75,9.22,broken clouds
484,Sampang,ID,2021-04-04 04:56:01,-7.1872,113.2394,89.6,70,40,5.75,scattered clouds
485,Pangnirtung,CA,2021-04-04 04:56:01,66.1451,-65.7125,1.49,70,100,5.84,overcast clouds
486,Bull Savanna,JM,2021-04-04 04:56:02,17.8868,-77.5902,73.29,80,25,9.31,scattered clouds
487,Bonthe,SL,2021-04-04 04:56:02,7.5264,-12.505,77.74,89,26,4.32,scattered clouds
488,Pimentel,PE,2021-04-04 04:56:02,-6.8367,-79.9342,69.01,82,91,4.0,overcast clouds
489,Oriximina,BR,2021-04-04 04:48:24,-1.7656,-55.8661,73.08,95,92,3.27,overcast clouds
490,Adre,TD,2021-04-04 04:56:03,13.4667,22.2,72.75,14,100,18.3,overcast clouds
491,Vanavara,RU,2021-04-04 04:56:03,60.34,102.2797,26.62,83,100,9.15,overcast clouds
492,Pontal Do Parana,BR,2021-04-04 04:56:04,-25.6533,-48.5128,60.01,85,59,14.0,broken clouds
493,Komsomolskiy,UZ,2021-04-04 04:54:58,40.4272,71.7189,57.2,24,100,2.3,overcast clouds
494,Svobodnyy,RU,2021-04-04 04:56:04,51.4,128.1333,37.24,58,98,3.0,overcast clouds
495,San Cristobal,VE,2021-04-04 04:43:48,7.7669,-72.225,67.68,83,86,1.72,overcast clouds
496,Soe,ID,2021-04-04 04:56:05,-9.8607,124.284,68.09,89,100,9.82,light rain
497,Fort Nelson,CA,2021-04-04 04:56:05,58.8053,-122.7002,32.0,55,75,2.3,broken clouds
498,Sorland,NO,2021-04-04 04:56:05,67.667,12.6934,36.03,97,100,12.19,light rain
499,Kibakwe,TZ,2021-04-04 04:52:23,-6.7167,36.3667,65.88,91,97,3.29,overcast clouds
500,Sungairaya,ID,2021-04-04 04:56:06,0.7,108.9,88.52,56,53,8.81,broken clouds
501,Brigham City,US,2021-04-04 04:56:06,41.5102,-112.0155,59.0,33,1,6.91,clear sky
502,Ilulissat,GL,2021-04-04 04:47:05,69.2167,-51.1,-0.4,60,22,8.05,few clouds
503,Kununurra,AU,2021-04-04 04:54:25,-15.7667,128.7333,95.0,29,99,11.5,overcast clouds
504,Tabou,CI,2021-04-04 04:56:07,4.423,-7.3528,78.15,90,46,4.83,scattered clouds
505,Puerto Colombia,CO,2021-04-04 04:47:39,10.9878,-74.9547,78.8,83,40,16.11,fog
506,Christchurch,NZ,2021-04-04 04:51:35,-43.5333,172.6333,78.8,25,3,16.11,clear sky
507,Dwarka,IN,2021-04-04 04:56:07,22.2394,68.9678,83.77,61,2,8.59,clear sky
508,Rio Gallegos,AR,2021-04-04 04:47:11,-51.6226,-69.2181,35.6,69,0,4.61,clear sky
509,Moree,AU,2021-04-04 04:56:08,-29.4667,149.85,80.6,47,40,5.75,scattered clouds
510,Lakselv,NO,2021-04-04 04:56:08,70.0513,24.9718,30.2,86,20,5.75,few clouds
511,Gondanglegi,ID,2021-04-04 04:56:09,-7.7479,112.0132,88.56,65,89,3.91,overcast clouds
512,Uricani,RO,2021-04-04 04:56:09,45.3373,23.1524,34.39,88,94,3.96,overcast clouds
513,Kemerovo,RU,2021-04-04 04:52:02,55.3333,86.0833,33.8,64,0,8.95,clear sky
514,Bandar-E Lengeh,IR,2021-04-04 04:56:10,26.5579,54.8807,78.8,69,0,6.91,haze
515,Sao Joao Da Barra,BR,2021-04-04 04:47:43,-21.6403,-41.0511,70.63,90,44,8.12,scattered clouds
516,Broome,US,2021-04-04 04:47:20,42.2506,-75.833,37.4,70,90,5.75,overcast clouds
517,Baft,IR,2021-04-04 04:56:10,29.234,56.6057,66.06,24,30,23.6,scattered clouds
