City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Atikokan,CA,2021-04-01 04:33:05,48.7555,-91.6216,15.6,76,27,1.05
295,Tiksi,RU,2021-04-01 04:33:06,71.6872,128.8694,-4.05,97,100,10.56
296,Ongandjera,NA,2021-04-01 04:33:06,-17.8833,15.0667,66.09,85,98,9.89
297,Georgiyevka,KZ,2021-04-01 04:33:07,43.0369,74.7114,33.8,93,75,6.71
298,Urambo,TZ,2021-04-01 04:33:07,-5.0667,32.05,64.47,94,57,4.36
299,Sanmenxia,CN,2021-04-01 04:33:07,34.7747,111.1814,57.13,51,100,3.65
300,Camacha,PT,2021-04-01 04:31:07,33.0833,-16.3333,60.8,77,20,11.5
301,Cairns,AU,2021-04-01 04:33:08,-16.9167,145.7667,84.99,58,75,26.46
302,Palu,ID,2021-04-01 04:33:08,-0.8917,119.8707,89.35,62,100,4.65
303,Maralal,KE,2021-04-01 04:33:08,1.0968,36.698,64.24,66,14,6.91
304,Nyurba,RU,2021-04-01 04:33:09,63.2842,118.3319,22.57,77,92,0.81
305,Villarrica,PY,2021-04-01 04:33:09,-25.75,-56.4333,59.58,82,91,4.18
306,Bengkulu,ID,2021-04-01 04:33:09,-3.8004,102.2655,78.46,83,100,12.37
307,Port Lincoln,AU,2021-04-01 04:33:10,-34.7333,135.8667,80.08,39,3,9.26
308,Katubao,PH,2021-04-01 04:33:10,5.8892,124.8294,87.8,66,75,4.61
309,Westport,US,2021-04-01 04:30:57,41.1415,-73.3579,55.0,100,90,4.61
310,Rotenburg,DE,2021-04-01 04:33:10,53.1167,9.4,51.8,66,0,5.75
311,Waipawa,NZ,2021-04-01 04:33:11,-41.4122,175.5153,61.0,55,69,23.02
312,Ugoofaaru,MV,2021-04-01 04:33:11,5.6667,73.0,84.61,73,68,13.73
313,Hami,CN,2021-04-01 04:30:44,42.8,93.45,51.82,25,3,1.36
314,Adamantina,BR,2021-04-01 04:33:11,-21.6853,-51.0725,68.0,56,0,5.75
315,Castro,BR,2021-04-01 04:29:32,-24.7911,-50.0119,50.97,76,0,2.13
316,Anadyr,RU,2021-04-01 04:33:12,64.75,177.4833,8.6,72,40,8.95
317,Nouadhibou,MR,2021-04-01 04:31:56,20.931,-17.0347,64.4,82,0,18.41
318,Sinop,TR,2021-04-01 04:33:12,41.7711,34.8709,38.77,97,100,2.33
319,Midland,US,2021-04-01 04:33:13,31.9974,-102.0779,51.8,24,1,8.05
320,Shakawe,BW,2021-04-01 04:33:13,-18.3667,21.85,63.95,64,91,3.91
321,Mitsamiouli,KM,2021-04-01 04:33:13,-11.3847,43.2844,82.4,78,20,3.44
322,Lata,PT,2021-04-01 04:33:14,40.1629,-8.3327,61.0,82,84,1.01
323,Naryan-Mar,RU,2021-04-01 04:33:06,67.6713,53.087,29.5,96,100,6.22
324,Itamaraca,BR,2021-04-01 04:33:14,-7.7478,-34.8256,77.0,83,75,2.3
325,Barra Do Garcas,BR,2021-04-01 04:33:14,-15.89,-52.2567,72.57,78,5,1.68
326,Quincy,US,2021-04-01 04:33:15,42.2529,-71.0023,57.2,88,90,5.75
327,San Patricio,US,2021-04-01 04:33:15,28.017,-97.5169,71.6,49,90,13.8
328,Santiago De Cao,PE,2021-04-01 04:33:15,-7.9589,-79.2392,68.38,88,41,12.86
329,Guerrero Negro,MX,2021-04-01 04:31:14,27.9769,-114.0611,65.37,52,47,8.5
330,Chatellerault,FR,2021-04-01 04:33:16,46.8,0.5333,51.8,54,0,2.3
331,Hwange,ZW,2021-04-01 04:33:16,-18.3693,26.5019,63.54,80,87,1.57
332,Kabinda,CD,2021-04-01 04:33:16,-6.1333,24.4833,66.65,91,80,2.91
333,Lazaro Cardenas,MX,2021-04-01 04:33:17,17.9583,-102.2,74.86,60,46,4.16
334,Anshun,CN,2021-04-01 04:33:17,26.25,105.9333,85.53,19,6,21.72
335,Sabha,LY,2021-04-01 04:33:17,27.0377,14.4283,55.04,39,1,9.35
336,San Policarpo,PH,2021-04-01 04:33:18,12.1791,125.5072,82.69,68,100,11.77
337,Kamiiso,JP,2021-04-01 04:33:18,41.8167,140.65,57.2,38,40,18.41
338,Adeje,ES,2021-04-01 04:33:18,28.1227,-16.726,62.01,77,20,6.91
339,Sao Joao Da Barra,BR,2021-04-01 04:33:19,-21.6403,-41.0511,70.48,91,24,8.19
340,Beaumont,US,2021-04-01 04:33:19,30.0861,-94.1019,57.2,47,1,12.66
341,Bay City,US,2021-04-01 04:33:19,43.5945,-83.8889,30.2,55,40,14.97
342,Nacozari,MX,2021-04-01 04:33:20,25.3366,-108.2574,66.0,54,100,7.11
343,Ayan,RU,2021-04-01 04:33:20,56.45,138.1667,31.39,70,56,2.91
344,Belyy Yar,RU,2021-04-01 04:33:20,53.6039,91.3903,32.0,43,0,6.71
345,Kerugoya,KE,2021-04-01 04:33:21,-0.4989,37.2803,64.2,84,68,0.81
346,Izmir,TR,2021-04-01 04:32:40,38.4622,27.0923,46.4,66,75,8.05
347,Brigantine,US,2021-04-01 04:28:24,39.4101,-74.3646,57.2,94,90,4.61
348,Nome,US,2021-04-01 04:32:57,64.5011,-165.4064,-8.9,95,6,6.69
349,Qaqortoq,GL,2021-04-01 04:33:21,60.7167,-46.0333,30.2,86,75,4.61
350,La Ronge,CA,2021-04-01 04:33:22,55.1001,-105.2842,37.4,75,88,5.75
351,Locri,IT,2021-04-01 04:33:22,38.2414,16.2623,55.0,71,75,5.75
352,Yulara,AU,2021-04-01 04:33:22,-25.2406,130.9889,84.2,12,0,14.97
353,Port-Gentil,GA,2021-04-01 04:33:23,-0.7193,8.7815,76.14,83,90,9.78
354,Waconia,US,2021-04-01 04:33:23,44.8508,-93.7869,26.01,61,2,6.46
355,Palasa,IN,2021-04-01 04:31:06,18.7667,84.4167,98.51,29,8,12.8
356,Huescar,ES,2021-04-01 04:33:23,37.811,-2.5412,52.0,43,99,8.57
357,Asau,RO,2021-04-01 04:33:24,46.4333,26.4,41.0,57,92,2.04
358,Nchelenge,ZM,2021-04-01 04:33:24,-9.3451,28.734,67.08,89,58,5.17
359,Dali,CN,2021-04-01 04:33:25,25.7,100.1833,70.0,32,26,9.1
360,Bitung,ID,2021-04-01 04:33:25,1.4451,125.1824,89.6,66,40,10.36
361,Waddan,LY,2021-04-01 04:33:25,29.1614,16.139,51.37,82,0,3.18
362,Mlonggo,ID,2021-04-01 04:33:26,-6.5333,110.7,87.8,66,20,10.36
363,Pisco,PE,2021-04-01 04:33:27,-13.7,-76.2167,68.0,77,0,8.05
364,Zhaotong,CN,2021-04-01 04:33:27,27.3167,103.7167,68.59,40,40,4.7
365,Griffith,US,2021-04-01 04:33:27,41.5284,-87.4237,37.0,48,90,6.91
366,Jinchang,CN,2021-04-01 04:33:28,38.4953,102.1739,46.42,34,100,13.22
367,Iquique,CL,2021-04-01 04:28:36,-20.2208,-70.1431,68.0,68,90,8.05
368,Puerto Ayacucho,VE,2021-04-01 04:33:28,5.6639,-67.6236,75.07,89,97,4.72
369,Naples,IT,2021-04-01 04:30:34,40.8333,14.25,55.0,81,0,2.3
370,Khandbari,NP,2021-04-01 04:33:28,27.3747,87.2039,77.92,34,29,5.55
371,Daru,PG,2021-04-01 04:33:29,-9.0763,143.2092,81.5,82,80,6.64
372,Broome,US,2021-04-01 04:30:49,42.2506,-75.833,41.0,93,90,4.61
373,Sanming,CN,2021-04-01 04:33:29,26.2486,117.6186,89.02,46,5,4.68
374,Kitui,KE,2021-04-01 04:33:29,-1.367,38.0106,66.96,86,32,5.66
375,Ishinomaki,JP,2021-04-01 04:33:30,38.4167,141.3,57.2,38,20,10.36
376,Evanston,US,2021-04-01 04:28:56,42.0411,-87.6901,36.0,44,90,17.27
377,Gweta,BW,2021-04-01 04:33:30,-20.1833,25.2333,65.7,49,76,8.77
378,Vila Velha,BR,2021-04-01 04:33:30,-20.3297,-40.2925,71.6,88,90,3.44
379,Szydlowiec,PL,2021-04-01 04:33:31,51.2282,20.8611,51.04,82,48,5.44
380,Masterton,NZ,2021-04-01 04:33:31,-40.9597,175.6575,61.0,61,75,4.0
381,Beyneu,KZ,2021-04-01 04:33:31,45.3167,55.2,41.92,45,9,17.83
382,Immokalee,US,2021-04-01 04:31:11,26.4187,-81.4173,73.99,88,90,2.62
383,Powell,US,2021-04-01 04:33:32,40.1578,-83.0752,39.2,48,90,14.97
384,Ponnani,IN,2021-04-01 04:33:32,10.767,75.9252,87.8,70,40,3.44
385,Leningradskiy,RU,2021-04-01 04:33:33,69.3833,178.4167,-2.69,93,100,3.42
386,Gazojak,TM,2021-04-01 04:33:33,41.1875,61.4036,42.73,40,0,15.28
387,Sitka,US,2021-04-01 04:33:33,57.0531,-135.33,33.8,86,90,9.22
388,Saint-Augustin,CA,2021-04-01 04:32:19,51.226,-58.6502,29.77,94,100,6.31
389,Saldanha,ZA,2021-04-01 04:30:06,-33.0117,17.9442,57.2,88,59,5.75
390,Olafsvik,IS,2021-04-01 04:31:30,64.8945,-23.7142,40.78,90,100,19.62
391,Te Anau,NZ,2021-04-01 04:33:34,-45.4167,167.7167,64.87,49,100,2.89
392,Mogadishu,SO,2021-04-01 04:33:34,2.0371,45.3438,82.4,69,40,6.91
393,Korla,CN,2021-04-01 04:29:38,41.7597,86.1469,49.6,39,71,5.17
394,San Quintin,MX,2021-04-01 04:33:35,30.4833,-115.95,63.64,50,14,3.38
395,Nyrob,RU,2021-04-01 04:33:35,60.733,56.7202,33.03,99,100,7.38
396,Korampallam,IN,2021-04-01 04:33:35,8.7667,78.1,89.6,58,20,3.44
397,Parainen,FI,2021-04-01 04:29:02,60.3067,22.301,34.0,93,0,4.61
398,Kamenka,RU,2021-04-01 04:33:36,51.3223,42.7678,37.99,87,87,11.27
399,Igdir,TR,2021-04-01 04:33:36,39.9237,44.045,42.8,75,20,6.91
400,Mnogovershinnyy,RU,2021-04-01 04:33:36,53.9353,139.9242,32.79,83,55,4.25
401,Nioro,GM,2021-04-01 04:33:37,13.35,-15.75,72.59,42,0,9.24
402,Madang,PG,2021-04-01 04:33:37,-5.2246,145.7966,85.37,67,68,7.52
403,Kirakira,SB,2021-04-01 04:33:37,-10.4544,161.9205,83.35,73,89,6.11
404,Kuhdasht,IR,2021-04-01 04:33:38,33.535,47.6061,57.2,77,75,4.61
405,Yerbogachen,RU,2021-04-01 04:33:38,61.2767,108.0108,11.1,73,100,11.39
406,Chipinge,ZW,2021-04-01 04:33:38,-20.1883,32.6236,59.77,68,66,2.04
407,Tucuman,AR,2021-04-01 04:31:27,-26.8241,-65.2226,66.2,94,90,3.44
408,Jobner,IN,2021-04-01 04:33:39,26.9667,75.3833,89.6,9,1,11.5
409,Libreville,GA,2021-04-01 04:33:39,0.3925,9.4537,77.0,94,20,7.76
410,Takoradi,GH,2021-04-01 04:33:39,4.8845,-1.7554,78.91,87,16,7.31
411,Danilov,RU,2021-04-01 04:33:40,58.1908,40.1717,33.49,90,100,5.77
412,Grahamstown,ZA,2021-04-01 04:33:40,-33.3042,26.5328,58.23,83,80,3.85
413,Pacifica,US,2021-04-01 04:33:40,37.6138,-122.4869,64.0,58,20,1.7
414,Saint John,CA,2021-04-01 04:33:40,45.2727,-66.0677,48.2,93,90,17.27
415,Lagoa,PT,2021-04-01 04:30:51,39.05,-27.9833,56.95,67,0,6.98
416,Marfino,RU,2021-04-01 04:33:41,55.7028,37.3822,41.0,100,90,8.95
417,Vila Do Maio,CV,2021-04-01 04:33:41,15.1333,-23.2167,68.0,77,75,12.66
418,Chesterton,US,2021-04-01 04:33:41,41.6106,-87.0642,34.0,60,90,6.91
419,Cadillac,US,2021-04-01 04:33:42,44.2519,-85.4012,23.0,80,90,12.66
420,Hue,VN,2021-04-01 04:29:22,16.4667,107.6,93.2,62,20,3.44
421,Labytnangi,RU,2021-04-01 04:33:42,66.6572,66.4183,14.68,93,100,17.9
422,Sungurlare,BG,2021-04-01 04:33:43,42.7667,26.7833,39.2,93,75,11.5
423,Amahai,ID,2021-04-01 04:33:43,-3.3333,128.9167,83.35,77,99,3.58
424,Pandan,PH,2021-04-01 04:33:43,14.0453,124.1694,84.63,61,80,12.59
425,Shimoda,JP,2021-04-01 04:30:19,34.6667,138.95,64.4,72,40,13.8
426,Gualeguay,AR,2021-04-01 04:33:44,-33.1416,-59.3097,55.18,89,1,6.31
427,Puerto Narino,CO,2021-04-01 04:33:45,-3.7703,-70.3831,75.2,100,0,1.88
428,Dolores,AR,2021-04-01 04:29:33,-36.3132,-57.6792,54.72,81,78,6.82
429,Luoyang,CN,2021-04-01 04:33:45,34.6836,112.4536,59.0,99,99,7.31
430,Trairi,BR,2021-04-01 04:31:54,-3.2778,-39.2689,75.61,92,99,6.49
431,Kasongo-Lunda,CD,2021-04-01 04:33:46,-6.4667,16.8167,68.0,98,100,0.31
432,Boddam,GB,2021-04-01 04:33:47,57.4667,-1.7833,41.0,87,90,3.44
433,Newtownards,GB,2021-04-01 04:33:47,54.5924,-5.6909,44.6,81,90,2.3
434,Falesti,MD,2021-04-01 04:33:47,47.5736,27.7092,39.2,75,0,9.22
435,La Carolina,ES,2021-04-01 04:33:48,38.2756,-3.6153,54.19,47,92,0.36
436,Haines Junction,CA,2021-04-01 04:30:06,60.7522,-137.5108,30.2,59,100,11.5
437,Touros,BR,2021-04-01 04:33:48,-5.1989,-35.4608,75.2,94,40,3.44
438,Maningrida,AU,2021-04-01 04:33:48,-12.0667,134.2667,85.15,70,91,12.08
439,Sheridan,US,2021-04-01 04:33:49,44.8333,-106.9173,35.01,74,1,6.91
440,Mandali,IQ,2021-04-01 04:33:49,33.7499,45.5541,73.81,32,76,2.42
441,Margate,GB,2021-04-01 04:30:24,51.3813,1.3862,48.99,75,25,5.99
442,Puerto Colombia,CO,2021-04-01 04:33:49,10.9878,-74.9547,78.8,78,0,13.8
443,Pemangkat,ID,2021-04-01 04:33:50,1.1667,108.9667,84.58,67,40,6.78
444,Sawakin,SD,2021-04-01 04:33:50,19.1059,37.3321,74.43,67,69,11.54
445,Santarem,BR,2021-04-01 04:33:50,-2.4431,-54.7083,72.86,97,100,2.17
446,Afsin,TR,2021-04-01 04:33:51,38.2477,36.914,41.81,77,47,0.94
447,Rogers,US,2021-04-01 04:33:51,36.3668,-95.5836,46.0,45,1,5.32
448,Mayor Pablo Lagerenza,PY,2021-04-01 04:33:51,-19.9309,-60.7718,74.1,58,100,4.63
449,Beitbridge,ZW,2021-04-01 04:33:52,-22.2167,30.0,70.45,54,56,2.28
450,Maceio,BR,2021-04-01 04:33:17,-9.6658,-35.7353,75.2,94,20,5.75
451,Lorengau,PG,2021-04-01 04:33:52,-2.0226,147.2712,83.59,72,75,2.86
452,Toktogul,KG,2021-04-01 04:33:52,41.8708,72.9402,40.73,75,88,5.12
453,Comodoro Rivadavia,AR,2021-04-01 04:30:03,-45.8667,-67.5,53.6,87,40,1.14
454,Pyapon,MM,2021-04-01 04:33:53,16.2833,95.6833,95.67,33,10,5.26
455,Dubai,AE,2021-04-01 04:33:33,25.2582,55.3047,73.4,68,0,4.61
456,Ojinaga,MX,2021-04-01 04:33:53,29.5667,-104.4167,62.6,22,1,13.8
457,Necochea,AR,2021-04-01 04:33:54,-38.5473,-58.7368,52.0,92,98,4.0
458,Hovd,MN,2021-04-01 04:33:54,48.0056,91.6419,32.74,32,84,8.08
459,Cayenne,GF,2021-04-01 04:30:59,4.9333,-52.3333,79.0,88,75,9.31
460,Berzasca,RO,2021-04-01 04:33:54,44.6476,21.9526,46.0,51,37,2.93
461,Simpang Empat,MY,2021-04-01 04:33:55,4.95,100.6333,89.6,70,20,6.91
462,Portland,US,2021-04-01 04:29:48,45.5234,-122.6762,57.0,47,1,1.54
463,Baruun-Urt,MN,2021-04-01 04:33:55,46.6806,113.2792,51.03,34,100,10.45
464,Swellendam,ZA,2021-04-01 04:33:55,-34.0226,20.4417,55.4,88,100,3.44
465,Antofagasta,CL,2021-04-01 04:33:56,-23.65,-70.4,59.0,82,0,3.44
466,Mount Gambier,AU,2021-04-01 04:33:56,-37.8333,140.7667,86.0,20,75,14.97
467,Zholymbet,KZ,2021-04-01 04:33:56,51.7433,71.7122,19.04,86,45,6.51
468,Winneba,GH,2021-04-01 04:33:57,5.3511,-0.6231,82.4,89,40,8.05
469,Sept-Iles,CA,2021-04-01 04:33:57,50.2001,-66.3821,37.4,87,90,6.91
470,Emerald,AU,2021-04-01 04:33:57,-23.5333,148.1667,86.0,30,0,14.97
471,Yumen,CN,2021-04-01 04:33:58,40.2833,97.2,41.86,44,100,4.94
472,Piopio,NZ,2021-04-01 04:33:58,-38.4667,175.0167,70.0,65,100,5.99
473,Price,US,2021-04-01 04:29:01,39.5994,-110.8107,35.6,32,1,9.22
474,Kindu,CD,2021-04-01 04:33:58,-2.95,25.95,69.22,99,100,0.49
475,Lusambo,CD,2021-04-01 04:33:59,-4.9667,23.45,69.53,99,99,2.04
476,Kulhudhuffushi,MV,2021-04-01 04:33:59,6.6221,73.07,84.9,70,7,11.88
477,Durban,ZA,2021-04-01 04:33:59,-29.8579,31.0292,71.01,78,75,6.91
478,Bykovo,RU,2021-04-01 04:34:00,55.6361,38.0803,41.0,100,90,4.47
479,Khandyga,RU,2021-04-01 04:34:00,62.6667,135.6,26.29,81,100,4.83
480,Ulladulla,AU,2021-04-01 04:34:00,-35.35,150.4667,78.8,44,20,4.61
481,Shivrajpur,IN,2021-04-01 04:34:01,22.4167,73.65,82.4,65,0,3.44
482,Fairbanks,US,2021-04-01 04:30:11,64.8378,-147.7164,21.0,86,90,17.27
483,Ponta Delgada,PT,2021-04-01 04:34:01,37.7333,-25.6667,57.2,82,20,3.44
484,Oistins,BB,2021-04-01 04:34:01,13.0667,-59.5333,75.2,69,75,13.8
485,Mahibadhoo,MV,2021-04-01 04:34:02,3.7833,72.9667,84.15,73,97,13.09
486,Narsaq,GL,2021-04-01 04:34:02,60.9167,-46.05,30.2,86,75,4.61
487,Maniitsoq,GL,2021-04-01 04:34:02,65.4167,-52.9,29.19,96,100,36.93
488,Marabba,SD,2021-04-01 04:34:03,12.35,32.1833,76.75,12,33,11.27
489,Bani Walid,LY,2021-04-01 04:34:03,31.7566,13.9942,50.49,87,0,0.36
490,Asfi,MA,2021-04-01 04:34:03,32.2994,-9.2372,60.85,87,0,10.02
491,Guilin,CN,2021-04-01 04:34:04,25.2819,110.2864,80.6,65,90,6.71
492,Vostok,RU,2021-04-01 04:34:04,46.4856,135.8833,40.06,66,25,8.03
493,Baillif,GP,2021-04-01 04:34:05,16.0202,-61.7463,75.2,78,0,8.05
494,Arequipa,PE,2021-04-01 04:29:24,-16.3989,-71.535,62.06,67,98,2.71
495,Acapulco,MX,2021-04-01 04:34:05,16.8634,-99.8901,79.65,61,29,3.98
496,Fremont,US,2021-04-01 04:34:01,37.5483,-121.9886,68.0,30,1,1.57
497,Tiarei,PF,2021-04-01 04:34:06,-17.5333,-149.3333,84.0,74,20,9.22
498,Xuddur,SO,2021-04-01 04:34:07,4.1213,43.8894,78.84,58,25,10.42
499,Miramar,US,2021-04-01 04:34:07,25.9873,-80.2323,77.0,78,1,3.44
500,Champerico,GT,2021-04-01 04:34:08,14.3,-91.9167,68.0,91,0,5.3
501,Key West,US,2021-04-01 04:31:21,24.5557,-81.7826,78.8,78,75,6.91
502,Luganville,VU,2021-04-01 04:34:08,-15.5333,167.1667,83.53,75,95,2.71
503,Goma,CD,2021-04-01 04:34:08,-1.6792,29.2228,62.01,88,71,2.08
504,Bandar-E Lengeh,IR,2021-04-01 04:34:09,26.5579,54.8807,69.8,100,0,6.55
505,Ponca City,US,2021-04-01 04:34:09,36.707,-97.0856,46.0,52,1,4.61
506,Muswellbrook,AU,2021-04-01 04:34:09,-32.2667,150.9,70.25,67,55,8.77
507,Ust-Shonosha,RU,2021-04-01 04:34:10,61.1531,41.343,33.3,87,100,8.97
508,Klaksvik,FO,2021-04-01 04:34:10,62.2266,-6.589,41.0,81,40,13.8
509,Los Llanos De Aridane,ES,2021-04-01 04:31:47,28.6585,-17.9182,64.4,68,0,5.75
510,Porosozero,RU,2021-04-01 04:34:10,62.7191,32.727,31.1,91,99,9.51
511,Wicklow,IE,2021-04-01 04:34:11,53.0,-6.4167,46.99,93,90,18.41
512,Den Helder,NL,2021-04-01 04:34:11,52.9599,4.7593,46.4,87,61,10.36
513,Batemans Bay,AU,2021-04-01 04:34:11,-35.7167,150.1833,75.0,69,4,8.99
514,Nuuk,GL,2021-04-01 04:30:46,64.1835,-51.7216,30.2,86,75,47.18
515,Manta,EC,2021-04-01 04:34:12,-0.95,-80.7333,78.8,83,75,5.75
516,Teya,RU,2021-04-01 04:34:12,60.3778,92.6267,15.96,72,70,5.84
517,Launceston,AU,2021-04-01 04:34:12,-41.45,147.1667,73.4,46,100,18.41
518,Gallup,US,2021-04-01 04:34:13,35.5281,-108.7426,37.99,18,1,6.91
519,Yeppoon,AU,2021-04-01 04:34:13,-23.1333,150.7333,80.6,47,75,13.8
520,Lagos,NG,2021-04-01 04:30:05,6.5833,3.75,82.4,89,40,2.3
521,Hermiston,US,2021-04-01 04:34:13,45.8404,-119.2895,55.99,43,1,2.89
522,Tulun,RU,2021-04-01 04:34:14,54.5611,100.5792,28.0,67,55,12.03
523,Bereda,ES,2021-04-01 04:34:14,43.2686,-7.5406,69.8,32,0,9.22
524,Santiago,CL,2021-04-01 04:34:08,-33.4569,-70.6483,63.0,93,40,8.05
525,Vanimo,PG,2021-04-01 04:34:14,-2.6741,141.3028,85.64,64,66,6.4
526,Rundu,NA,2021-04-01 04:34:15,-17.9333,19.7667,64.36,68,94,4.56
527,Noumea,NC,2021-04-01 04:30:20,-22.2763,166.4572,82.0,61,0,17.27
528,Garmsar,IR,2021-04-01 04:34:15,35.2182,52.3409,65.16,18,75,8.48
529,Roald,NO,2021-04-01 04:34:15,62.5833,6.1333,37.4,75,75,8.05
530,Camocim,BR,2021-04-01 04:34:16,-2.9022,-40.8411,75.65,92,99,7.99
531,Atambua,ID,2021-04-01 04:29:47,-9.1061,124.8925,76.01,90,100,4.72
532,Ostersund,SE,2021-04-01 04:34:16,63.1792,14.6357,32.0,93,0,16.11
533,Turayf,SA,2021-04-01 04:34:17,31.6725,38.6637,46.4,76,0,4.61
534,Surgut,RU,2021-04-01 04:34:17,61.25,73.4167,35.6,55,0,11.18
535,Axim,GH,2021-04-01 04:34:17,4.8699,-2.2405,78.48,88,15,6.42
536,Fredericksburg,US,2021-04-01 04:31:22,38.3032,-77.4605,59.0,94,90,18.41
537,Hualmay,PE,2021-04-01 04:30:13,-11.0964,-77.6139,68.23,89,21,6.82
538,Atar,MR,2021-04-01 04:34:18,20.5169,-13.0499,78.85,21,90,9.69
539,Maragogi,BR,2021-04-01 04:34:18,-9.0122,-35.2225,77.31,85,95,6.06
540,Ouadda,CF,2021-04-01 04:34:18,8.0777,22.4007,71.67,26,32,4.36
541,Tamworth,GB,2021-04-01 04:34:19,52.634,-1.6959,46.0,90,65,11.01
542,Lasa,IT,2021-04-01 04:34:19,46.6166,10.7002,48.99,61,8,3.78
543,Hanmer Springs,NZ,2021-04-01 04:34:19,-42.5167,172.8167,58.77,39,3,1.61
544,Yaan,NG,2021-04-01 04:34:19,7.3833,8.5667,76.48,83,100,5.57
545,Ekibastuz,KZ,2021-04-01 04:32:12,51.6667,75.3667,27.73,76,12,3.47
546,Khorixas,NA,2021-04-01 04:34:20,-20.3667,14.9667,69.75,71,98,9.19
547,Fort Smith,US,2021-04-01 04:34:20,35.3859,-94.3986,48.2,40,1,6.91
548,Severnyy,RU,2021-04-01 04:34:20,50.677,36.5532,42.8,70,0,6.71
549,Hobyo,SO,2021-04-01 04:34:21,5.3505,48.5268,82.4,67,68,7.76
550,Chernyshevskiy,RU,2021-04-01 04:34:21,63.0128,112.4714,8.8,77,95,9.19
551,Playas,EC,2021-04-01 04:34:22,-2.6333,-80.3833,74.46,81,39,7.36
552,Vestmannaeyjar,IS,2021-04-01 04:34:22,63.4427,-20.2734,42.4,81,92,17.96
553,Benton Harbor,US,2021-04-01 04:34:22,42.1167,-86.4542,35.01,51,90,8.05
554,Hernani,ES,2021-04-01 04:34:22,43.2662,-1.9762,73.4,21,0,11.5
555,Charters Towers,AU,2021-04-01 04:34:23,-20.1,146.2667,86.49,31,23,15.82
556,Bansi,IN,2021-04-01 04:34:23,27.1833,82.9333,91.17,10,0,3.85
557,Malangali,TZ,2021-04-01 04:34:23,-8.5667,34.85,63.84,88,62,8.41
558,Hobe Sound,US,2021-04-01 04:34:24,27.0595,-80.1364,75.2,73,75,5.75
559,Bahir Dar,ET,2021-04-01 04:34:24,11.5936,37.3908,69.66,58,65,5.12
560,Sladkovo,RU,2021-04-01 04:30:48,55.5284,70.3385,24.33,89,75,15.73
561,Tilichiki,RU,2021-04-01 04:34:25,60.4667,166.1,29.46,90,100,3.67
562,Nalut,LY,2021-04-01 04:30:18,30.3333,10.85,54.21,41,0,10.22
563,Surin,TH,2021-04-01 04:34:26,14.8818,103.4936,96.01,38,0,6.91
